date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_190_normalized,smart_191_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized
2023-01-01,ZA100RXQ,ST8000NM0055,8001563222016,0,75.0,89.0,100.0,100.0,93.0,82.0,100.0,52.0,90.0,100.0,48.0,75.0
2023-01-02,ZA100RXQ,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,93.0,81.0,100.0,53.0,90.0,100.0,47.0,83.0
2023-01-03,ZA100RXQ,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,93.0,81.0,100.0,52.0,90.0,100.0,48.0,82.0
2023-01-04,ZA100RXQ,ST8000NM0055,8001563222016,0,76.0,89.0,100.0,100.0,93.0,81.0,100.0,53.0,90.0,100.0,47.0,76.0
2023-01-05,ZA100RXQ,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,93.0,81.0,100.0,52.0,90.0,100.0,48.0,83.0
2023-01-06,ZA100RXQ,ST8000NM0055,8001563222016,0,79.0,89.0,100.0,100.0,93.0,81.0,100.0,53.0,90.0,100.0,47.0,79.0
2023-01-07,ZA100RXQ,ST8000NM0055,8001563222016,0,78.0,89.0,100.0,100.0,93.0,81.0,100.0,52.0,90.0,100.0,48.0,78.0
2023-01-08,ZA100RXQ,ST8000NM0055,8001563222016,0,81.0,89.0,100.0,100.0,93.0,81.0,100.0,53.0,90.0,100.0,47.0,81.0
2023-01-09,ZA100RXQ,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,93.0,81.0,100.0,52.0,90.0,100.0,48.0,84.0
2023-01-10,ZA100RXQ,ST8000NM0055,8001563222016,0,81.0,89.0,100.0,100.0,93.0,81.0,100.0,53.0,90.0,100.0,47.0,81.0
2023-01-01,ZA101R30,ST8000NM0055,8001563222016,0,81.0,91.0,100.0,100.0,93.0,44.0,100.0,75.0,88.0,60.0,25.0,81.0
2023-01-02,ZA101R30,ST8000NM0055,8001563222016,0,74.0,91.0,100.0,100.0,93.0,44.0,100.0,75.0,88.0,60.0,25.0,74.0
2023-01-03,ZA101R30,ST8000NM0055,8001563222016,0,82.0,91.0,100.0,100.0,93.0,44.0,100.0,75.0,88.0,60.0,25.0,82.0
2023-01-04,ZA101R30,ST8000NM0055,8001563222016,0,80.0,91.0,100.0,100.0,93.0,44.0,100.0,75.0,88.0,60.0,25.0,80.0
2023-01-05,ZA101R30,ST8000NM0055,8001563222016,0,78.0,91.0,100.0,100.0,93.0,44.0,100.0,74.0,88.0,60.0,26.0,78.0
2023-01-06,ZA101R30,ST8000NM0055,8001563222016,0,79.0,91.0,100.0,100.0,93.0,44.0,100.0,75.0,88.0,60.0,25.0,79.0
2023-01-07,ZA101R30,ST8000NM0055,8001563222016,0,84.0,91.0,100.0,100.0,93.0,44.0,100.0,75.0,88.0,60.0,25.0,84.0
2023-01-08,ZA101R30,ST8000NM0055,8001563222016,0,82.0,91.0,100.0,100.0,93.0,44.0,100.0,75.0,88.0,60.0,25.0,82.0
2023-01-09,ZA101R30,ST8000NM0055,8001563222016,0,81.0,91.0,100.0,100.0,93.0,43.0,100.0,75.0,88.0,60.0,25.0,81.0
2023-01-10,ZA101R30,ST8000NM0055,8001563222016,0,76.0,91.0,100.0,100.0,93.0,43.0,100.0,74.0,88.0,60.0,26.0,76.0
2023-01-01,ZA101WQF,ST8000NM0055,8001563222016,0,77.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,77.0
2023-01-02,ZA101WQF,ST8000NM0055,8001563222016,0,72.0,95.0,100.0,100.0,92.0,71.0,100.0,77.0,97.0,79.0,23.0,72.0
2023-01-03,ZA101WQF,ST8000NM0055,8001563222016,0,71.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,71.0
2023-01-04,ZA101WQF,ST8000NM0055,8001563222016,0,84.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,84.0
2023-01-05,ZA101WQF,ST8000NM0055,8001563222016,0,78.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,78.0
2023-01-06,ZA101WQF,ST8000NM0055,8001563222016,0,80.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,80.0
2023-01-07,ZA101WQF,ST8000NM0055,8001563222016,0,79.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,79.0
2023-01-08,ZA101WQF,ST8000NM0055,8001563222016,0,84.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,84.0
2023-01-09,ZA101WQF,ST8000NM0055,8001563222016,0,82.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,82.0
2023-01-10,ZA101WQF,ST8000NM0055,8001563222016,0,80.0,95.0,100.0,100.0,92.0,71.0,100.0,78.0,97.0,79.0,22.0,80.0
2023-01-01,ZA101Z92,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,92.0,49.0,100.0,62.0,91.0,67.0,38.0,82.0
2023-01-02,ZA101Z92,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,92.0,49.0,100.0,63.0,91.0,67.0,37.0,83.0
2023-01-03,ZA101Z92,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,92.0,49.0,100.0,62.0,91.0,67.0,38.0,82.0
2023-01-04,ZA101Z92,ST8000NM0055,8001563222016,0,100.0,89.0,100.0,100.0,92.0,49.0,100.0,62.0,91.0,67.0,38.0,100.0
2023-01-05,ZA101Z92,ST8000NM0055,8001563222016,0,78.0,89.0,100.0,100.0,92.0,49.0,100.0,63.0,91.0,67.0,37.0,78.0
2023-01-06,ZA101Z92,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,92.0,49.0,100.0,63.0,91.0,67.0,37.0,83.0
2023-01-07,ZA101Z92,ST8000NM0055,8001563222016,0,71.0,89.0,100.0,100.0,92.0,49.0,100.0,63.0,91.0,67.0,37.0,71.0
2023-01-08,ZA101Z92,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,92.0,49.0,100.0,63.0,91.0,67.0,37.0,82.0
2023-01-09,ZA101Z92,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,92.0,49.0,100.0,62.0,91.0,67.0,38.0,82.0
2023-01-10,ZA101Z92,ST8000NM0055,8001563222016,0,78.0,89.0,100.0,100.0,92.0,49.0,100.0,63.0,91.0,67.0,37.0,78.0
2023-01-01,ZA102Y91,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,91.0,42.0,100.0,73.0,89.0,67.0,27.0,82.0
2023-01-02,ZA102Y91,ST8000NM0055,8001563222016,0,78.0,89.0,100.0,100.0,91.0,42.0,100.0,73.0,89.0,67.0,27.0,78.0
2023-01-03,ZA102Y91,ST8000NM0055,8001563222016,0,76.0,89.0,100.0,100.0,91.0,42.0,100.0,74.0,89.0,67.0,26.0,76.0
2023-01-04,ZA102Y91,ST8000NM0055,8001563222016,0,81.0,89.0,100.0,100.0,91.0,42.0,100.0,74.0,89.0,67.0,26.0,81.0
2023-01-05,ZA102Y91,ST8000NM0055,8001563222016,0,76.0,89.0,100.0,100.0,91.0,42.0,100.0,74.0,89.0,67.0,26.0,76.0
2023-01-06,ZA102Y91,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,91.0,42.0,100.0,74.0,89.0,67.0,26.0,83.0
2023-01-07,ZA102Y91,ST8000NM0055,8001563222016,0,72.0,89.0,100.0,100.0,91.0,42.0,100.0,74.0,89.0,67.0,26.0,72.0
2023-01-08,ZA102Y91,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,91.0,42.0,100.0,73.0,89.0,67.0,27.0,82.0
2023-01-09,ZA102Y91,ST8000NM0055,8001563222016,0,81.0,89.0,100.0,100.0,91.0,42.0,100.0,74.0,89.0,67.0,26.0,81.0
2023-01-10,ZA102Y91,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,91.0,42.0,100.0,74.0,89.0,67.0,26.0,83.0
2023-01-01,ZA103K18,ST8000NM0055,8001563222016,0,78.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,95.0,79.0,33.0,1.0
2023-01-02,ZA103K18,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-03,ZA103K18,ST8000NM0055,8001563222016,0,81.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-04,ZA103K18,ST8000NM0055,8001563222016,0,78.0,84.0,100.0,100.0,94.0,45.0,100.0,66.0,94.0,79.0,34.0,1.0
2023-01-05,ZA103K18,ST8000NM0055,8001563222016,0,83.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-06,ZA103K18,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-07,ZA103K18,ST8000NM0055,8001563222016,0,74.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-08,ZA103K18,ST8000NM0055,8001563222016,0,79.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-09,ZA103K18,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-10,ZA103K18,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,94.0,45.0,100.0,67.0,94.0,79.0,33.0,1.0
2023-01-01,ZA104HHP,ST8000NM0055,8001563222016,0,81.0,84.0,100.0,100.0,84.0,45.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-02,ZA104HHP,ST8000NM0055,8001563222016,0,83.0,84.0,100.0,100.0,84.0,45.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-03,ZA104HHP,ST8000NM0055,8001563222016,0,77.0,84.0,100.0,100.0,85.0,45.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-04,ZA104HHP,ST8000NM0055,8001563222016,0,79.0,84.0,100.0,100.0,85.0,45.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-05,ZA104HHP,ST8000NM0055,8001563222016,0,71.0,84.0,100.0,100.0,85.0,45.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-06,ZA104HHP,ST8000NM0055,8001563222016,0,80.0,84.0,100.0,100.0,85.0,45.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-07,ZA104HHP,ST8000NM0055,8001563222016,0,80.0,84.0,100.0,100.0,85.0,44.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-08,ZA104HHP,ST8000NM0055,8001563222016,0,84.0,84.0,100.0,100.0,85.0,44.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-09,ZA104HHP,ST8000NM0055,8001563222016,0,80.0,84.0,100.0,100.0,85.0,44.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-10,ZA104HHP,ST8000NM0055,8001563222016,0,73.0,84.0,100.0,100.0,96.0,44.0,100.0,67.0,93.0,73.0,33.0,1.0
2023-01-01,ZA104K0T,ST8000NM0055,8001563222016,0,83.0,84.0,100.0,100.0,96.0,45.0,100.0,77.0,93.0,73.0,23.0,1.0
2023-01-02,ZA104K0T,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,96.0,45.0,100.0,76.0,93.0,73.0,24.0,1.0
2023-01-03,ZA104K0T,ST8000NM0055,8001563222016,0,80.0,84.0,100.0,100.0,96.0,45.0,100.0,77.0,93.0,73.0,23.0,1.0
2023-01-04,ZA104K0T,ST8000NM0055,8001563222016,0,100.0,84.0,100.0,100.0,96.0,45.0,100.0,77.0,93.0,73.0,23.0,100.0
2023-01-05,ZA104K0T,ST8000NM0055,8001563222016,0,80.0,84.0,100.0,100.0,96.0,45.0,100.0,77.0,93.0,73.0,23.0,1.0
2023-01-06,ZA104K0T,ST8000NM0055,8001563222016,0,83.0,84.0,100.0,100.0,96.0,45.0,100.0,76.0,93.0,73.0,24.0,1.0
2023-01-07,ZA104K0T,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,96.0,45.0,100.0,76.0,93.0,73.0,24.0,1.0
2023-01-08,ZA104K0T,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,96.0,45.0,100.0,76.0,93.0,73.0,24.0,1.0
2023-01-09,ZA104K0T,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,96.0,45.0,100.0,76.0,93.0,73.0,24.0,1.0
2023-01-10,ZA104K0T,ST8000NM0055,8001563222016,0,80.0,84.0,100.0,100.0,96.0,45.0,100.0,76.0,93.0,73.0,24.0,1.0
2023-01-01,ZA105S49,ST8000NM0055,8001563222016,0,77.0,84.0,100.0,100.0,92.0,45.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-02,ZA105S49,ST8000NM0055,8001563222016,0,84.0,84.0,100.0,100.0,92.0,45.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-03,ZA105S49,ST8000NM0055,8001563222016,0,81.0,84.0,100.0,100.0,92.0,45.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-04,ZA105S49,ST8000NM0055,8001563222016,0,77.0,84.0,100.0,100.0,92.0,45.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-05,ZA105S49,ST8000NM0055,8001563222016,0,74.0,84.0,100.0,100.0,92.0,45.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-06,ZA105S49,ST8000NM0055,8001563222016,0,80.0,84.0,100.0,100.0,92.0,45.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-07,ZA105S49,ST8000NM0055,8001563222016,0,72.0,84.0,100.0,100.0,92.0,44.0,100.0,65.0,85.0,65.0,35.0,1.0
2023-01-08,ZA105S49,ST8000NM0055,8001563222016,0,83.0,84.0,100.0,100.0,92.0,44.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-09,ZA105S49,ST8000NM0055,8001563222016,0,79.0,84.0,100.0,100.0,92.0,44.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-10,ZA105S49,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,92.0,44.0,100.0,66.0,85.0,65.0,34.0,1.0
2023-01-01,ZA1080AY,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,89.0,43.0,100.0,69.0,91.0,65.0,31.0,83.0
2023-01-02,ZA1080AY,ST8000NM0055,8001563222016,0,80.0,89.0,100.0,100.0,89.0,43.0,100.0,70.0,91.0,65.0,30.0,80.0
2023-01-03,ZA1080AY,ST8000NM0055,8001563222016,0,72.0,89.0,100.0,100.0,90.0,43.0,100.0,70.0,91.0,65.0,30.0,72.0
2023-01-04,ZA1080AY,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,90.0,43.0,100.0,70.0,91.0,65.0,30.0,83.0
2023-01-05,ZA1080AY,ST8000NM0055,8001563222016,0,81.0,89.0,100.0,100.0,90.0,43.0,100.0,70.0,91.0,65.0,30.0,81.0
2023-01-06,ZA1080AY,ST8000NM0055,8001563222016,0,79.0,89.0,100.0,100.0,90.0,43.0,100.0,70.0,91.0,65.0,30.0,79.0
2023-01-07,ZA1080AY,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,90.0,42.0,100.0,70.0,91.0,65.0,30.0,83.0
2023-01-08,ZA1080AY,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,90.0,42.0,100.0,70.0,91.0,65.0,30.0,82.0
2023-01-09,ZA1080AY,ST8000NM0055,8001563222016,0,80.0,89.0,100.0,100.0,90.0,42.0,100.0,69.0,91.0,65.0,31.0,80.0
2023-01-10,ZA1080AY,ST8000NM0055,8001563222016,0,73.0,89.0,100.0,100.0,90.0,42.0,100.0,69.0,91.0,65.0,31.0,73.0
2023-01-01,ZA1081BR,ST8000NM0055,8001563222016,0,78.0,92.0,100.0,100.0,95.0,76.0,100.0,59.0,80.0,100.0,41.0,78.0
2023-01-02,ZA1081BR,ST8000NM0055,8001563222016,0,76.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,76.0
2023-01-03,ZA1081BR,ST8000NM0055,8001563222016,0,78.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,78.0
2023-01-04,ZA1081BR,ST8000NM0055,8001563222016,0,75.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,75.0
2023-01-05,ZA1081BR,ST8000NM0055,8001563222016,0,69.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,69.0
2023-01-06,ZA1081BR,ST8000NM0055,8001563222016,0,82.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,82.0
2023-01-07,ZA1081BR,ST8000NM0055,8001563222016,0,83.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,83.0
2023-01-08,ZA1081BR,ST8000NM0055,8001563222016,0,80.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,80.0
2023-01-09,ZA1081BR,ST8000NM0055,8001563222016,0,70.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,70.0
2023-01-10,ZA1081BR,ST8000NM0055,8001563222016,0,100.0,92.0,100.0,100.0,95.0,76.0,100.0,60.0,80.0,100.0,40.0,100.0
2023-01-01,ZA1084SC,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,96.0,70.0,100.0,69.0,95.0,100.0,31.0,83.0
2023-01-02,ZA1084SC,ST8000NM0055,8001563222016,0,81.0,89.0,100.0,100.0,96.0,70.0,100.0,69.0,95.0,100.0,31.0,81.0
2023-01-03,ZA1084SC,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,96.0,70.0,100.0,69.0,95.0,100.0,31.0,84.0
2023-01-04,ZA1084SC,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,96.0,70.0,100.0,69.0,95.0,100.0,31.0,82.0
2023-01-05,ZA1084SC,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,96.0,70.0,100.0,69.0,95.0,100.0,31.0,82.0
2023-01-06,ZA1084SC,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,96.0,70.0,100.0,69.0,95.0,100.0,31.0,84.0
2023-01-07,ZA1084SC,ST8000NM0055,8001563222016,0,79.0,89.0,100.0,100.0,96.0,70.0,100.0,69.0,95.0,100.0,31.0,79.0
2023-01-08,ZA1084SC,ST8000NM0055,8001563222016,0,80.0,89.0,100.0,100.0,96.0,69.0,100.0,69.0,95.0,100.0,31.0,80.0
2023-01-09,ZA1084SC,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,96.0,69.0,100.0,69.0,95.0,100.0,31.0,83.0
2023-01-10,ZA1084SC,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,96.0,69.0,100.0,68.0,95.0,100.0,32.0,83.0
2023-01-01,ZA1085BK,ST8000NM0055,8001563222016,0,82.0,96.0,100.0,100.0,85.0,98.0,100.0,53.0,99.0,100.0,47.0,82.0
2023-01-02,ZA1085BK,ST8000NM0055,8001563222016,0,79.0,96.0,100.0,100.0,86.0,98.0,100.0,54.0,99.0,100.0,46.0,79.0
2023-01-03,ZA1085BK,ST8000NM0055,8001563222016,0,72.0,96.0,100.0,100.0,86.0,98.0,100.0,53.0,99.0,100.0,47.0,72.0
2023-01-04,ZA1085BK,ST8000NM0055,8001563222016,0,80.0,96.0,100.0,100.0,86.0,98.0,100.0,54.0,99.0,100.0,46.0,80.0
2023-01-05,ZA1085BK,ST8000NM0055,8001563222016,0,82.0,96.0,100.0,100.0,86.0,98.0,100.0,53.0,99.0,100.0,47.0,82.0
2023-01-06,ZA1085BK,ST8000NM0055,8001563222016,0,79.0,96.0,100.0,100.0,86.0,98.0,100.0,54.0,99.0,100.0,46.0,79.0
2023-01-07,ZA1085BK,ST8000NM0055,8001563222016,0,83.0,96.0,100.0,100.0,86.0,98.0,100.0,53.0,99.0,100.0,47.0,83.0
2023-01-08,ZA1085BK,ST8000NM0055,8001563222016,0,82.0,96.0,100.0,100.0,86.0,98.0,100.0,54.0,99.0,100.0,46.0,82.0
2023-01-09,ZA1085BK,ST8000NM0055,8001563222016,0,79.0,96.0,100.0,100.0,86.0,98.0,100.0,53.0,99.0,100.0,47.0,79.0
2023-01-10,ZA1085BK,ST8000NM0055,8001563222016,0,84.0,96.0,100.0,100.0,86.0,98.0,100.0,53.0,99.0,100.0,47.0,84.0
2023-01-01,ZA1087HH,ST8000NM0055,8001563222016,0,79.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,79.0
2023-01-02,ZA1087HH,ST8000NM0055,8001563222016,0,83.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,83.0
2023-01-03,ZA1087HH,ST8000NM0055,8001563222016,0,80.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,80.0
2023-01-04,ZA1087HH,ST8000NM0055,8001563222016,0,80.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,80.0
2023-01-05,ZA1087HH,ST8000NM0055,8001563222016,0,82.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,82.0
2023-01-06,ZA1087HH,ST8000NM0055,8001563222016,0,84.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,84.0
2023-01-07,ZA1087HH,ST8000NM0055,8001563222016,0,82.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,82.0
2023-01-08,ZA1087HH,ST8000NM0055,8001563222016,0,71.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,71.0
2023-01-09,ZA1087HH,ST8000NM0055,8001563222016,0,70.0,99.0,100.0,100.0,93.0,86.0,100.0,58.0,97.0,100.0,42.0,83.0
2023-01-10,ZA1087HH,ST8000NM0055,8001563222016,0,63.0,99.0,100.0,100.0,93.0,85.0,100.0,59.0,97.0,100.0,41.0,83.0
2023-01-01,ZA108M0R,ST8000NM0055,8001563222016,0,100.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,100.0
2023-01-02,ZA108M0R,ST8000NM0055,8001563222016,0,83.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,83.0
2023-01-03,ZA108M0R,ST8000NM0055,8001563222016,0,70.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,70.0
2023-01-04,ZA108M0R,ST8000NM0055,8001563222016,0,78.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,78.0
2023-01-05,ZA108M0R,ST8000NM0055,8001563222016,0,81.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,81.0
2023-01-06,ZA108M0R,ST8000NM0055,8001563222016,0,83.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,83.0
2023-01-07,ZA108M0R,ST8000NM0055,8001563222016,0,80.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,80.0
2023-01-08,ZA108M0R,ST8000NM0055,8001563222016,0,84.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,84.0
2023-01-09,ZA108M0R,ST8000NM0055,8001563222016,0,83.0,96.0,100.0,100.0,94.0,71.0,100.0,78.0,93.0,75.0,22.0,83.0
2023-01-10,ZA108M0R,ST8000NM0055,8001563222016,0,79.0,96.0,100.0,100.0,94.0,71.0,100.0,79.0,93.0,75.0,21.0,79.0
2023-01-01,ZA1092Z1,ST8000NM0055,8001563222016,0,83.0,99.0,100.0,100.0,85.0,98.0,100.0,58.0,100.0,100.0,42.0,83.0
2023-01-02,ZA1092Z1,ST8000NM0055,8001563222016,0,81.0,99.0,100.0,100.0,85.0,98.0,100.0,57.0,100.0,100.0,43.0,81.0
2023-01-03,ZA1092Z1,ST8000NM0055,8001563222016,0,73.0,99.0,100.0,100.0,85.0,98.0,100.0,59.0,100.0,100.0,41.0,73.0
2023-01-04,ZA1092Z1,ST8000NM0055,8001563222016,0,83.0,99.0,100.0,100.0,85.0,98.0,100.0,58.0,100.0,100.0,42.0,83.0
2023-01-05,ZA1092Z1,ST8000NM0055,8001563222016,0,82.0,99.0,100.0,100.0,85.0,98.0,100.0,58.0,100.0,100.0,42.0,82.0
2023-01-06,ZA1092Z1,ST8000NM0055,8001563222016,0,75.0,99.0,100.0,100.0,85.0,98.0,100.0,59.0,100.0,100.0,41.0,75.0
2023-01-07,ZA1092Z1,ST8000NM0055,8001563222016,0,81.0,99.0,100.0,100.0,85.0,98.0,100.0,59.0,100.0,100.0,41.0,81.0
2023-01-08,ZA1092Z1,ST8000NM0055,8001563222016,0,77.0,99.0,100.0,100.0,85.0,98.0,100.0,58.0,100.0,100.0,42.0,77.0
2023-01-09,ZA1092Z1,ST8000NM0055,8001563222016,0,76.0,99.0,100.0,100.0,85.0,98.0,100.0,58.0,100.0,100.0,42.0,76.0
2023-01-10,ZA1092Z1,ST8000NM0055,8001563222016,0,84.0,99.0,100.0,100.0,85.0,98.0,100.0,58.0,100.0,100.0,42.0,84.0
2023-01-01,ZA1096HN,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,91.0,64.0,100.0,69.0,92.0,100.0,31.0,84.0
2023-01-02,ZA1096HN,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,91.0,64.0,100.0,70.0,92.0,100.0,30.0,83.0
2023-01-03,ZA1096HN,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,91.0,64.0,100.0,69.0,92.0,100.0,31.0,84.0
2023-01-04,ZA1096HN,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,91.0,63.0,100.0,70.0,92.0,100.0,30.0,84.0
2023-01-05,ZA1096HN,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,91.0,63.0,100.0,70.0,92.0,100.0,30.0,83.0
2023-01-06,ZA1096HN,ST8000NM0055,8001563222016,0,79.0,89.0,100.0,100.0,91.0,63.0,100.0,70.0,92.0,100.0,30.0,79.0
2023-01-07,ZA1096HN,ST8000NM0055,8001563222016,0,80.0,89.0,100.0,100.0,92.0,63.0,100.0,70.0,92.0,100.0,30.0,80.0
2023-01-08,ZA1096HN,ST8000NM0055,8001563222016,0,70.0,89.0,100.0,100.0,92.0,63.0,100.0,70.0,92.0,100.0,30.0,70.0
2023-01-09,ZA1096HN,ST8000NM0055,8001563222016,0,80.0,89.0,100.0,100.0,92.0,63.0,100.0,70.0,92.0,100.0,30.0,80.0
2023-01-10,ZA1096HN,ST8000NM0055,8001563222016,0,81.0,89.0,100.0,100.0,92.0,63.0,100.0,70.0,92.0,100.0,30.0,81.0
2023-01-01,ZA109863,ST8000NM0055,8001563222016,0,83.0,94.0,100.0,100.0,96.0,70.0,100.0,73.0,94.0,100.0,27.0,83.0
2023-01-02,ZA109863,ST8000NM0055,8001563222016,0,80.0,94.0,100.0,100.0,96.0,70.0,100.0,73.0,94.0,100.0,27.0,80.0
2023-01-03,ZA109863,ST8000NM0055,8001563222016,0,80.0,94.0,100.0,100.0,96.0,70.0,100.0,73.0,94.0,100.0,27.0,80.0
